"brand_name","drug_product_description","spending_year","wac_year","wac_increase_amount","wac_after_increase","unit_sales_volume_us","total_spending_5_years","total_dosage_units_5_years","total_spending_per_year","total_dosage_units_per_year"
"Loryna",NULL,2018,NULL,NULL,NULL,NULL,"651418.44","583772","69576.86","58464"
"Loryna",NULL,2019,NULL,NULL,NULL,NULL,"651418.44","583772","79765.07","65912"
"Loryna",NULL,2020,NULL,NULL,NULL,NULL,"651418.44","583772","125197.55","93259"
"Loryna",NULL,2021,NULL,NULL,NULL,NULL,"651418.44","583772","188060.57","171815"
"Loryna",NULL,2022,NULL,NULL,NULL,NULL,"651418.44","583772","188818.39","194322"
"Lorzone",NULL,2018,NULL,NULL,NULL,NULL,"7761660.41","891949","3144416.17","376751"
"Lorzone",NULL,2019,NULL,NULL,NULL,NULL,"7761660.41","891949","3183672.79","362459"
"Lorzone",NULL,2020,NULL,NULL,NULL,NULL,"7761660.41","891949","918480.43","99082"
"Lorzone",NULL,2021,NULL,NULL,NULL,NULL,"7761660.41","891949","318262.20","34164"
"Lorzone",NULL,2022,NULL,NULL,NULL,NULL,"7761660.41","891949","196828.82","19493"
"Losartan-Hydrochlorothiazide",NULL,2018,NULL,NULL,NULL,NULL,"590472121.61","1919402110","84915814.14","456920460"
"Losartan-Hydrochlorothiazide",NULL,2019,NULL,NULL,NULL,NULL,"590472121.61","1919402110","85134786.66","429715421"
"Losartan-Hydrochlorothiazide",NULL,2020,NULL,NULL,NULL,NULL,"590472121.61","1919402110","200256941.00","302731841"
"Losartan-Hydrochlorothiazide",NULL,2021,NULL,NULL,NULL,NULL,"590472121.61","1919402110","122519745.50","357360017"
"Losartan-Hydrochlorothiazide",NULL,2022,NULL,NULL,NULL,NULL,"590472121.61","1919402110","97644834.31","372674371"
"Losartan Potassium",NULL,2018,NULL,NULL,NULL,NULL,"1654790526.60","10433127165","232675071.10","1657012484"
"Losartan Potassium",NULL,2019,NULL,NULL,NULL,NULL,"1654790526.60","10433127165","290976977.50","1911515658"
"Losartan Potassium",NULL,2020,NULL,NULL,NULL,NULL,"1654790526.60","10433127165","363136706.90","2169832292"
"Losartan Potassium",NULL,2021,NULL,NULL,NULL,NULL,"1654790526.60","10433127165","392685825.70","2267407461"
"Losartan Potassium",NULL,2022,NULL,NULL,NULL,NULL,"1654790526.60","10433127165","375315945.40","2427359270"
"Lotemax",NULL,2018,NULL,NULL,NULL,NULL,"223721021.17","4883781","86310506.29","2060123"
"Lotemax",NULL,2019,NULL,NULL,NULL,NULL,"223721021.17","4883781","74287981.58","1656040"
"Lotemax",NULL,2020,NULL,NULL,NULL,NULL,"223721021.17","4883781","32882502.42","684998"
"Lotemax",NULL,2021,NULL,NULL,NULL,NULL,"223721021.17","4883781","18035919.40","312489"
"Lotemax",NULL,2022,NULL,NULL,NULL,NULL,"223721021.17","4883781","12204111.48","170131"
"Lotemax Sm",NULL,2019,NULL,NULL,NULL,NULL,"62624110.13","1417328","7017811.34","178362"
"Lotemax Sm",NULL,2020,NULL,NULL,NULL,NULL,"62624110.13","1417328","13445314.58","325676"
"Lotemax Sm",NULL,2021,NULL,NULL,NULL,NULL,"62624110.13","1417328","19814282.51","446042"
"Lotemax Sm",NULL,2022,NULL,NULL,NULL,NULL,"62624110.13","1417328","22346701.70","467248"
"Lotensin",NULL,2018,NULL,NULL,NULL,NULL,"61199.91","31635","3098.49","1595"
"Lotensin",NULL,2019,NULL,NULL,NULL,NULL,"61199.91","31635","11853.29","6205"
"Lotensin",NULL,2020,NULL,NULL,NULL,NULL,"61199.91","31635","15656.66","8220"
"Lotensin",NULL,2021,NULL,NULL,NULL,NULL,"61199.91","31635","19578.47","10074"
"Lotensin",NULL,2022,NULL,NULL,NULL,NULL,"61199.91","31635","11013.00","5541"
"Lotensin HCT",NULL,2018,NULL,NULL,NULL,NULL,"56412.88","24171","11194.32","5041"
"Lotensin HCT",NULL,2019,NULL,NULL,NULL,NULL,"56412.88","24171","14541.44","6090"
"Lotensin HCT",NULL,2020,NULL,NULL,NULL,NULL,"56412.88","24171","11642.31","4690"
"Lotensin HCT",NULL,2021,NULL,NULL,NULL,NULL,"56412.88","24171","10560.86","4570"
"Lotensin HCT",NULL,2022,NULL,NULL,NULL,NULL,"56412.88","24171","8473.95","3780"
"Loteprednol Etabonate",NULL,2019,NULL,NULL,NULL,NULL,"82128640.66","2523835","4788902.26","130237"
"Loteprednol Etabonate",NULL,2020,NULL,NULL,NULL,NULL,"82128640.66","2523835","20728116.53","577342"
"Loteprednol Etabonate",NULL,2021,NULL,NULL,NULL,NULL,"82128640.66","2523835","26429678.60","840435"
"Loteprednol Etabonate",NULL,2022,NULL,NULL,NULL,NULL,"82128640.66","2523835","30181943.27","975821"
"Lotrel",NULL,2018,NULL,NULL,NULL,NULL,"20758760.45","1983802","4904040.28","492823"
"Lotrel",NULL,2019,NULL,NULL,NULL,NULL,"20758760.45","1983802","4625983.40","441061"
"Lotrel",NULL,2020,NULL,NULL,NULL,NULL,"20758760.45","1983802","4348894.23","413463"
"Lotrel",NULL,2021,NULL,NULL,NULL,NULL,"20758760.45","1983802","3636395.27","341871"
"Lotrel",NULL,2022,NULL,NULL,NULL,NULL,"20758760.45","1983802","3243447.27","294584"
"Lotronex",NULL,2018,NULL,NULL,NULL,NULL,"7917901.28","134491","1869945.78","34009"
"Lotronex",NULL,2019,NULL,NULL,NULL,NULL,"7917901.28","134491","1638656.79","29128"
"Lotronex",NULL,2020,NULL,NULL,NULL,NULL,"7917901.28","134491","1760639.62","29354"
"Lotronex",NULL,2021,NULL,NULL,NULL,NULL,"7917901.28","134491","1348787.29","21900"
"Lotronex",NULL,2022,NULL,NULL,NULL,NULL,"7917901.28","134491","1299871.80","20100"
"Lovastatin",NULL,2018,NULL,NULL,NULL,NULL,"219437680.03","1408715794","53182931.15","317073152"
"Lovastatin",NULL,2019,NULL,NULL,NULL,NULL,"219437680.03","1408715794","51418048.88","299544068"
"Lovastatin",NULL,2020,NULL,NULL,NULL,NULL,"219437680.03","1408715794","44622787.80","285877952"
"Lovastatin",NULL,2021,NULL,NULL,NULL,NULL,"219437680.03","1408715794","36196987.69","263292028"
"Lovastatin",NULL,2022,NULL,NULL,NULL,NULL,"219437680.03","1408715794","34016924.51","242928594"
"Lovaza",NULL,2021,NULL,NULL,NULL,NULL,"8229199.96","1996012","2289308.22","725295"
"Lovaza",NULL,2022,NULL,NULL,NULL,NULL,"8229199.96","1996012","5939891.74","1270717"
"Lovenox",NULL,2018,NULL,NULL,NULL,NULL,"21627381.21","486318","8362634.36","251325"
"Lovenox",NULL,2019,NULL,NULL,NULL,NULL,"21627381.21","486318","5121243.92","115192"
"Lovenox",NULL,2020,NULL,NULL,NULL,NULL,"21627381.21","486318","3499490.36","52094"
"Lovenox",NULL,2021,NULL,NULL,NULL,NULL,"21627381.21","486318","2848286.35","36982"
"Lovenox",NULL,2022,NULL,NULL,NULL,NULL,"21627381.21","486318","1795726.22","30725"
"Low-Ogestrel",NULL,2018,NULL,NULL,NULL,NULL,"1010324.94","1595367","235421.34","386948"
"Low-Ogestrel",NULL,2019,NULL,NULL,NULL,NULL,"1010324.94","1595367","249103.31","381998"
"Low-Ogestrel",NULL,2020,NULL,NULL,NULL,NULL,"1010324.94","1595367","199215.64","301510"
"Low-Ogestrel",NULL,2021,NULL,NULL,NULL,NULL,"1010324.94","1595367","177281.84","271517"
"Low-Ogestrel",NULL,2022,NULL,NULL,NULL,NULL,"1010324.94","1595367","149302.81","253394"
"Loxapine",NULL,2018,NULL,NULL,NULL,NULL,"20093416.10","24347909","2995417.50","4023038"
"Loxapine",NULL,2019,NULL,NULL,NULL,NULL,"20093416.10","24347909","4548562.85","5514428"
"Loxapine",NULL,2020,NULL,NULL,NULL,NULL,"20093416.10","24347909","4298617.09","5209578"
"Loxapine",NULL,2021,NULL,NULL,NULL,NULL,"20093416.10","24347909","3987239.37","4827807"
"Loxapine",NULL,2022,NULL,NULL,NULL,NULL,"20093416.10","24347909","4263579.29","4773058"
"Lubiprostone",NULL,2021,NULL,NULL,NULL,NULL,"194484748.75","36645286","79056606.35","14878992"
"Lubiprostone",NULL,2022,NULL,NULL,NULL,NULL,"194484748.75","36645286","115428142.40","21766294"
"Lucemyra",NULL,2018,NULL,NULL,NULL,NULL,"12102346.58","561714","793089.15","37674"
"Lucemyra",NULL,2019,NULL,NULL,NULL,NULL,"12102346.58","561714","4337448.90","204488"
"Lucemyra",NULL,2020,NULL,NULL,NULL,NULL,"12102346.58","561714","2374802.45","111182"
"Lucemyra",NULL,2021,NULL,NULL,NULL,NULL,"12102346.58","561714","2093697.43","96713"
"Lucemyra",NULL,2022,NULL,NULL,NULL,NULL,"12102346.58","561714","2503308.65","111657"
"Lucentis",NULL,2018,NULL,NULL,NULL,NULL,"18434354.34","528","3092858.10","98"
"Lucentis",NULL,2019,NULL,NULL,NULL,NULL,"18434354.34","528","4042424.06","115"
"Lucentis",NULL,2020,NULL,NULL,NULL,NULL,"18434354.34","528","3157220.52","92"
"Lucentis",NULL,2021,NULL,NULL,NULL,NULL,"18434354.34","528","2756595.45","77"
"Lucentis",NULL,2022,NULL,NULL,NULL,NULL,"18434354.34","528","5385256.21","146"
"Luer-Lok Syringe",NULL,2018,NULL,NULL,NULL,NULL,"8437.11","18829","1964.38","4454"
"Luer-Lok Syringe",NULL,2019,NULL,NULL,NULL,NULL,"8437.11","18829","2395.11","5536"
"Luer-Lok Syringe",NULL,2020,NULL,NULL,NULL,NULL,"8437.11","18829","1473.49","3365"
"Luer-Lok Syringe",NULL,2021,NULL,NULL,NULL,NULL,"8437.11","18829","1423.50","2845"
"Luer-Lok Syringe",NULL,2022,NULL,NULL,NULL,NULL,"8437.11","18829","1180.63","2629"
"Luliconazole",NULL,2018,NULL,NULL,NULL,NULL,"709896.74","223842","71018.09","22410"
"Luliconazole",NULL,2019,NULL,NULL,NULL,NULL,"709896.74","223842","194092.49","61350"
"Luliconazole",NULL,2020,NULL,NULL,NULL,NULL,"709896.74","223842","151517.44","48420"
"Luliconazole",NULL,2021,NULL,NULL,NULL,NULL,"709896.74","223842","181978.28","57225"
"Luliconazole",NULL,2022,NULL,NULL,NULL,NULL,"709896.74","223842","111290.44","34437"
"Lumakras",NULL,2021,NULL,NULL,NULL,NULL,"159394013.16","1955412","35800207.46","460008"
"Lumakras",NULL,2022,NULL,NULL,NULL,NULL,"159394013.16","1955412","123593805.70","1495404"
"Lumigan",NULL,2018,NULL,NULL,NULL,NULL,"3146653374.60","37738596","548657904.70","7622311"
"Lumigan",NULL,2019,NULL,NULL,NULL,NULL,"3146653374.60","37738596","594446023.90","7521406"
"Lumigan",NULL,2020,NULL,NULL,NULL,NULL,"3146653374.60","37738596","633540096.00","7606749"
"Lumigan",NULL,2021,NULL,NULL,NULL,NULL,"3146653374.60","37738596","668670325.00","7539203"
"Lumigan",NULL,2022,NULL,NULL,NULL,NULL,"3146653374.60","37738596","701339025.00","7448927"
"Lumizyme",NULL,2018,NULL,NULL,NULL,NULL,"194570155.82","243180","28551424.19","38056"
"Lumizyme",NULL,2019,NULL,NULL,NULL,NULL,"194570155.82","243180","38518345.81","46374"
"Lumizyme",NULL,2020,NULL,NULL,NULL,NULL,"194570155.82","243180","47712902.95","60221"
"Lumizyme",NULL,2021,NULL,NULL,NULL,NULL,"194570155.82","243180","49935206.07","65895"
"Lumizyme",NULL,2022,NULL,NULL,NULL,NULL,"194570155.82","243180","29852276.80","32634"
"Lunesta",NULL,2018,NULL,NULL,NULL,NULL,"30196062.01","1918741","7530912.76","479898"
"Lunesta",NULL,2019,NULL,NULL,NULL,NULL,"30196062.01","1918741","6486865.13","414306"
"Lunesta",NULL,2020,NULL,NULL,NULL,NULL,"30196062.01","1918741","5718493.46","366588"
"Lunesta",NULL,2021,NULL,NULL,NULL,NULL,"30196062.01","1918741","5534030.35","351236"
"Lunesta",NULL,2022,NULL,NULL,NULL,NULL,"30196062.01","1918741","4925760.31","306713"
"Lupkynis",NULL,2021,NULL,NULL,NULL,NULL,"16707077.96","234780","4067189.82","60060"
"Lupkynis",NULL,2022,NULL,NULL,NULL,NULL,"16707077.96","234780","12639888.14","174720"
"Lupron Depot",NULL,2018,NULL,NULL,NULL,NULL,"425976062.51","106605","69026983.74","19664"
"Lupron Depot",NULL,2019,NULL,NULL,NULL,NULL,"425976062.51","106605","83935223.55","22223"
"Lupron Depot",NULL,2020,NULL,NULL,NULL,NULL,"425976062.51","106605","82608205.64","21037"
"Lupron Depot",NULL,2021,NULL,NULL,NULL,NULL,"425976062.51","106605","82903168.18","20622"
"Lupron Depot",NULL,2022,NULL,NULL,NULL,NULL,"425976062.51","106605","107502481.40","23059"
"Lupron Depot-Ped",NULL,2018,NULL,NULL,NULL,NULL,"2525526.95","660","471764.20","155"
"Lupron Depot-Ped",NULL,2019,NULL,NULL,NULL,NULL,"2525526.95","660","491908.26","134"
"Lupron Depot-Ped",NULL,2020,NULL,NULL,NULL,NULL,"2525526.95","660","697666.40","153"
"Lupron Depot-Ped",NULL,2021,NULL,NULL,NULL,NULL,"2525526.95","660","476260.42","120"
"Lupron Depot-Ped",NULL,2022,NULL,NULL,NULL,NULL,"2525526.95","660","387927.67","98"
"Lutera",NULL,2018,NULL,NULL,NULL,NULL,"169803.34","346418","35624.49","68498"
"Lutera",NULL,2019,NULL,NULL,NULL,NULL,"169803.34","346418","29350.50","64064"
"Lutera",NULL,2020,NULL,NULL,NULL,NULL,"169803.34","346418","29400.41","61123"
"Lutera",NULL,2021,NULL,NULL,NULL,NULL,"169803.34","346418","21588.67","49392"
"Lutera",NULL,2022,NULL,NULL,NULL,NULL,"169803.34","346418","53839.27","103341"
"Luxiq",NULL,2019,NULL,NULL,NULL,NULL,"9717.36","1300","9717.36","1300"
"Luzu",NULL,2018,NULL,NULL,NULL,NULL,"862999.78","105421","616911.00","74881"
"Luzu",NULL,2019,NULL,NULL,NULL,NULL,"862999.78","105421","131455.08","16200"
"Luzu",NULL,2020,NULL,NULL,NULL,NULL,"862999.78","105421","47412.08","5940"
"Luzu",NULL,2021,NULL,NULL,NULL,NULL,"862999.78","105421","40721.42","5160"
"Luzu",NULL,2022,NULL,NULL,NULL,NULL,"862999.78","105421","26500.20","3240"
"Lybalvi",NULL,2021,NULL,NULL,NULL,NULL,"40854998.32","827750","1692534.38","34948"
"Lybalvi",NULL,2022,NULL,NULL,NULL,NULL,"40854998.32","827750","39162463.94","792802"
"Lyllana",NULL,2020,NULL,NULL,NULL,NULL,"2172742.02","240642","1730.51","192"
"Lyllana",NULL,2021,NULL,NULL,NULL,NULL,"2172742.02","240642","631779.66","71447"
"Lyllana",NULL,2022,NULL,NULL,NULL,NULL,"2172742.02","240642","1539231.85","169003"
"Lynparza",NULL,2018,NULL,NULL,NULL,NULL,"1608177371.20","13213453","119106527.60","1180134"
"Lynparza",NULL,2019,NULL,NULL,NULL,NULL,"1608177371.20","13213453","242845093.90","2024853"
"Lynparza",NULL,2020,NULL,NULL,NULL,NULL,"1608177371.20","13213453","358856237.70","2938731"
"Lynparza",NULL,2021,NULL,NULL,NULL,NULL,"1608177371.20","13213453","426649224.80","3448748"
"Lynparza",NULL,2022,NULL,NULL,NULL,NULL,"1608177371.20","13213453","460720287.20","3620987"
"Lyrica",NULL,2018,NULL,NULL,NULL,NULL,"5292801328.41","687311672","2950006103.00","391136268"
"Lyrica",NULL,2019,NULL,NULL,NULL,NULL,"5292801328.41","687311672","2025820396.00","258098613"
"Lyrica",NULL,2020,NULL,NULL,NULL,NULL,"5292801328.41","687311672","147354968.70","18761952"
"Lyrica",NULL,2021,NULL,NULL,NULL,NULL,"5292801328.41","687311672","90904463.34","10613110"
"Lyrica",NULL,2022,NULL,NULL,NULL,NULL,"5292801328.41","687311672","78715397.37","8701729"
"Lyrica Cr",NULL,2018,NULL,NULL,NULL,NULL,"8221978.96","576918","707172.29","54266"
"Lyrica Cr",NULL,2019,NULL,NULL,NULL,NULL,"8221978.96","576918","2412407.05","176714"
"Lyrica Cr",NULL,2020,NULL,NULL,NULL,NULL,"8221978.96","576918","2721854.53","189762"
"Lyrica Cr",NULL,2021,NULL,NULL,NULL,NULL,"8221978.96","576918","1930086.42","127332"
"Lyrica Cr",NULL,2022,NULL,NULL,NULL,NULL,"8221978.96","576918","450458.67","28844"
"Lysodren",NULL,2019,NULL,NULL,NULL,NULL,"6109606.65","604697","1123541.38","131971"
"Lysodren",NULL,2020,NULL,NULL,NULL,NULL,"6109606.65","604697","1576483.22","166964"
"Lysodren",NULL,2021,NULL,NULL,NULL,NULL,"6109606.65","604697","1448809.53","140932"
"Lysodren",NULL,2022,NULL,NULL,NULL,NULL,"6109606.65","604697","1960772.52","164830"
"Lyumjev",NULL,2020,NULL,NULL,NULL,NULL,"11454962.48","402600","193209.54","6990"
"Lyumjev",NULL,2021,NULL,NULL,NULL,NULL,"11454962.48","402600","3050166.79","108630"
"Lyumjev",NULL,2022,NULL,NULL,NULL,NULL,"11454962.48","402600","8211586.15","286980"
"Lyumjev Kwikpen U-100",NULL,2020,NULL,NULL,NULL,NULL,"30137065.04","821223","326193.00","9228"
"Lyumjev Kwikpen U-100",NULL,2021,NULL,NULL,NULL,NULL,"30137065.04","821223","7968951.23","219993"
"Lyumjev Kwikpen U-100",NULL,2022,NULL,NULL,NULL,NULL,"30137065.04","821223","21841920.81","592002"
"Lyumjev Kwikpen U-200",NULL,2020,NULL,NULL,NULL,NULL,"7231413.01","98001","49351.97","690"
"Lyumjev Kwikpen U-200",NULL,2021,NULL,NULL,NULL,NULL,"7231413.01","98001","2056834.65","28152"
"Lyumjev Kwikpen U-200",NULL,2022,NULL,NULL,NULL,NULL,"7231413.01","98001","5125226.39","69159"
"Lyvispah",NULL,2022,NULL,NULL,NULL,NULL,"111974.30","10233","111974.30","10233"
"M-M-R II Vaccine",NULL,2018,NULL,NULL,NULL,NULL,"9999623.97","102737","586495.53","6534"
"M-M-R II Vaccine",NULL,2019,NULL,NULL,NULL,NULL,"9999623.97","102737","5840857.34","61152"
"M-M-R II Vaccine",NULL,2020,NULL,NULL,NULL,NULL,"9999623.97","102737","2066726.02","20839"
"M-M-R II Vaccine",NULL,2021,NULL,NULL,NULL,NULL,"9999623.97","102737","654901.27","6236"
"M-M-R II Vaccine",NULL,2022,NULL,NULL,NULL,NULL,"9999623.97","102737","850643.81","7976"
"M-Natal Plus",NULL,2018,NULL,NULL,NULL,NULL,"311130.75","1644901","347.81","2590"
"M-Natal Plus",NULL,2019,NULL,NULL,NULL,NULL,"311130.75","1644901","31650.12","168539"
"M-Natal Plus",NULL,2020,NULL,NULL,NULL,NULL,"311130.75","1644901","41661.53","231323"
"M-Natal Plus",NULL,2021,NULL,NULL,NULL,NULL,"311130.75","1644901","101649.67","530526"
"M-Natal Plus",NULL,2022,NULL,NULL,NULL,NULL,"311130.75","1644901","135821.62","711923"
"Macrobid",NULL,2018,NULL,NULL,NULL,NULL,"399807.59","70549","105293.42","19137"
"Macrobid",NULL,2019,NULL,NULL,NULL,NULL,"399807.59","70549","104368.34","18467"
"Macrobid",NULL,2020,NULL,NULL,NULL,NULL,"399807.59","70549","79074.29","13932"
"Macrobid",NULL,2021,NULL,NULL,NULL,NULL,"399807.59","70549","53957.33","9491"
"Macrobid",NULL,2022,NULL,NULL,NULL,NULL,"399807.59","70549","57114.21","9522"
"Macrodantin",NULL,2018,NULL,NULL,NULL,NULL,"249075.27","65179","81616.72","18672"
"Macrodantin",NULL,2019,NULL,NULL,NULL,NULL,"249075.27","65179","76138.66","17535"
"Macrodantin",NULL,2020,NULL,NULL,NULL,NULL,"249075.27","65179","37948.83","12349"
"Macrodantin",NULL,2021,NULL,NULL,NULL,NULL,"249075.27","65179","27310.39","8233"
"Macrodantin",NULL,2022,NULL,NULL,NULL,NULL,"249075.27","65179","26060.67","8390"
"Magellan Insulin Safety Syrng",NULL,2018,NULL,NULL,NULL,NULL,"264497.74","638576","82158.09","201316"
"Magellan Insulin Safety Syrng",NULL,2019,NULL,NULL,NULL,NULL,"264497.74","638576","76026.56","188369"
"Magellan Insulin Safety Syrng",NULL,2020,NULL,NULL,NULL,NULL,"264497.74","638576","47228.39","116692"
"Magellan Insulin Safety Syrng",NULL,2021,NULL,NULL,NULL,NULL,"264497.74","638576","34046.92","78312"
"Magellan Insulin Safety Syrng",NULL,2022,NULL,NULL,NULL,NULL,"264497.74","638576","25037.78","53887"
"Magellan Insulin Syringe",NULL,2018,NULL,NULL,NULL,NULL,"73807.56","181866","35080.95","86150"
"Magellan Insulin Syringe",NULL,2019,NULL,NULL,NULL,NULL,"73807.56","181866","32959.32","81016"
"Magellan Insulin Syringe",NULL,2020,NULL,NULL,NULL,NULL,"73807.56","181866","5767.29","14700"
"Magnesium Sulfate",NULL,2018,NULL,NULL,NULL,NULL,"777277.16","10670213","111469.62","1663542"
"Magnesium Sulfate",NULL,2019,NULL,NULL,NULL,NULL,"777277.16","10670213","143604.45","2558154"
"Magnesium Sulfate",NULL,2020,NULL,NULL,NULL,NULL,"777277.16","10670213","165798.74","2291314"
"Magnesium Sulfate",NULL,2021,NULL,NULL,NULL,NULL,"777277.16","10670213","194404.64","2772270"
"Magnesium Sulfate",NULL,2022,NULL,NULL,NULL,NULL,"777277.16","10670213","161999.71","1384933"
"Magnesium Sulfate-D5W",NULL,2018,NULL,NULL,NULL,NULL,"37233.90","589923","5912.59","117629"
"Magnesium Sulfate-D5W",NULL,2019,NULL,NULL,NULL,NULL,"37233.90","589923","10947.44","141126"
"Magnesium Sulfate-D5W",NULL,2020,NULL,NULL,NULL,NULL,"37233.90","589923","8956.33","117427"
"Magnesium Sulfate-D5W",NULL,2021,NULL,NULL,NULL,NULL,"37233.90","589923","8084.28","139915"
"Magnesium Sulfate-D5W",NULL,2022,NULL,NULL,NULL,NULL,"37233.90","589923","3333.26","73826"
"Makena*",NULL,2018,NULL,NULL,NULL,NULL,"9152506.38","11881","3136693.59","3941"
"Makena*",NULL,2019,NULL,NULL,NULL,NULL,"9152506.38","11881","2364628.28","3141"
"Makena*",NULL,2020,NULL,NULL,NULL,NULL,"9152506.38","11881","1416800.79","1890"
"Makena*",NULL,2021,NULL,NULL,NULL,NULL,"9152506.38","11881","1273315.75","1667"
"Makena*",NULL,2022,NULL,NULL,NULL,NULL,"9152506.38","11881","961067.97","1242"
"Malarone",NULL,2018,NULL,NULL,NULL,NULL,"29535.74","4794","16099.16","2638"
"Malarone",NULL,2019,NULL,NULL,NULL,NULL,"29535.74","4794","10119.82","1629"
"Malarone",NULL,2022,NULL,NULL,NULL,NULL,"29535.74","4794","3316.76","527"
"Malathion",NULL,2018,NULL,NULL,NULL,NULL,"2757565.85","809980","685694.19","201934"
"Malathion",NULL,2019,NULL,NULL,NULL,NULL,"2757565.85","809980","675221.32","200198"
"Malathion",NULL,2020,NULL,NULL,NULL,NULL,"2757565.85","809980","538081.48","157488"
"Malathion",NULL,2021,NULL,NULL,NULL,NULL,"2757565.85","809980","478294.26","138836"
"Malathion",NULL,2022,NULL,NULL,NULL,NULL,"2757565.85","809980","380274.60","111524"
"Mannitol",NULL,2018,NULL,NULL,NULL,NULL,"3119.48","54900","1088.19","17600"
"Mannitol",NULL,2019,NULL,NULL,NULL,NULL,"3119.48","54900","644.20","11100"
"Mannitol",NULL,2020,NULL,NULL,NULL,NULL,"3119.48","54900","455.21","10100"
"Mannitol",NULL,2021,NULL,NULL,NULL,NULL,"3119.48","54900","533.81","7950"
"Mannitol",NULL,2022,NULL,NULL,NULL,NULL,"3119.48","54900","398.07","8150"
"Maraviroc",NULL,2022,NULL,NULL,NULL,NULL,"9057704.82","412973","9057704.82","412973"
"Marcaine",NULL,2018,NULL,NULL,NULL,NULL,"807.90","1919","384.07","1035"
"Marcaine",NULL,2021,NULL,NULL,NULL,NULL,"807.90","1919","262.85","631"
"Marcaine",NULL,2022,NULL,NULL,NULL,NULL,"807.90","1919","160.98","253"
"Marinol",NULL,2020,NULL,NULL,NULL,NULL,"196502.83","7596","44650.01","1226"
"Marinol",NULL,2021,NULL,NULL,NULL,NULL,"196502.83","7596","95480.41","3750"
"Marinol",NULL,2022,NULL,NULL,NULL,NULL,"196502.83","7596","56372.41","2620"
"Marlissa",NULL,2018,NULL,NULL,NULL,NULL,"288250.92","576138","68723.83","129375"
"Marlissa",NULL,2019,NULL,NULL,NULL,NULL,"288250.92","576138","76194.10","148324"
"Marlissa",NULL,2020,NULL,NULL,NULL,NULL,"288250.92","576138","58745.12","116954"
"Marlissa",NULL,2021,NULL,NULL,NULL,NULL,"288250.92","576138","47162.79","98097"
"Marlissa",NULL,2022,NULL,NULL,NULL,NULL,"288250.92","576138","37425.08","83388"
"Marplan",NULL,2018,NULL,NULL,NULL,NULL,"1068626.67","218571","122329.55","28466"
"Marplan",NULL,2019,NULL,NULL,NULL,NULL,"1068626.67","218571","101426.27","22414"
"Marplan",NULL,2020,NULL,NULL,NULL,NULL,"1068626.67","218571","243638.65","49980"
"Marplan",NULL,2021,NULL,NULL,NULL,NULL,"1068626.67","218571","287842.76","56688"
"Marplan",NULL,2022,NULL,NULL,NULL,NULL,"1068626.67","218571","313389.44","61023"
"Matulane",NULL,2018,NULL,NULL,NULL,NULL,"6887747.82","63783","1031628.79","10193"
"Matulane",NULL,2019,NULL,NULL,NULL,NULL,"6887747.82","63783","1519076.25","14940"
